file,line at e4e67cb2,Unicode characters (template length),literal (includes technical strings)
ui/scroll_controller.go,197,0,
ui/scroll_controller.go,271,0,
ui/config_pane.go,4,3,fmt
ui/config_pane.go,5,7,strings
ui/config_pane.go,7,42,github.com/charmbracelet/bubbles/textinput
ui/config_pane.go,8,34,github.com/charmbracelet/bubbletea
ui/config_pane.go,9,33,github.com/charmbracelet/lipgloss
ui/config_pane.go,11,42,github.com/sachiniyer/agent-factory/config
ui/config_pane.go,189,0,
ui/config_pane.go,323,3,esc
ui/config_pane.go,332,2,up
ui/config_pane.go,332,1,k
ui/config_pane.go,335,4,down
ui/config_pane.go,335,1,j
ui/config_pane.go,338,1,a
ui/config_pane.go,342,1,C
ui/config_pane.go,357,5,enter
ui/config_pane.go,374,0,
ui/config_pane.go,375,0,
ui/config_pane.go,388,0,
ui/config_pane.go,390,0,
ui/config_pane.go,395,0,
ui/config_pane.go,455,0,
ui/config_pane.go,463,11,set %s = %s
ui/config_pane.go,500,11,  ↑ %d more
ui/config_pane.go,501,1,"
"
ui/config_pane.go,503,1,"
"
ui/config_pane.go,505,1,"
"
ui/config_pane.go,508,11,  ↓ %d more
ui/config_pane.go,509,1,"
"
ui/config_pane.go,519,6,Config
ui/config_pane.go,520,0,
ui/config_pane.go,521,2,  
ui/config_pane.go,530,2,"

"
ui/config_pane.go,540,1,"
"
ui/config_pane.go,540,1,"
"
ui/config_pane.go,543,1,"
"
ui/config_pane.go,543,1,"
"
ui/config_pane.go,548,17,Loading accounts…
ui/config_pane.go,548,1,"
"
ui/config_pane.go,548,1,"
"
ui/config_pane.go,549,0,
ui/config_pane.go,550,1,"
"
ui/config_pane.go,552,11,No accounts
ui/config_pane.go,552,0,
ui/config_pane.go,552,49,Select a register row and press enter to add one.
ui/config_pane.go,552,1,"
"
ui/config_pane.go,554,1,"
"
ui/config_pane.go,554,1,"
"
ui/config_pane.go,612,0,
ui/config_pane.go,615,1,"
"
ui/config_pane.go,624,2,  
ui/config_pane.go,626,2,› 
ui/config_pane.go,647,2,  
ui/config_pane.go,662,1,"
"
ui/config_pane.go,666,5,table
ui/config_pane.go,667,8,one of: 
ui/config_pane.go,674,4,    
ui/config_pane.go,681,1,"
"
ui/config_pane.go,681,1,"
"
ui/config_pane.go,684,1,"
"
ui/config_pane.go,699,0,
ui/config_pane.go,705,0,
ui/config_pane.go,706,0,
ui/config_pane.go,717,0,
ui/config_pane.go,730,1,"
"
ui/config_pane.go,730,1,"
"
ui/config_pane.go,738,1,"
"
ui/config_pane.go,739,6,↵ save
ui/config_pane.go,740,10,esc cancel
ui/config_pane.go,741,1,"
"
ui/config_pane.go,744,1,"
"
ui/config_pane.go,745,10,↵ register
ui/config_pane.go,746,10,esc cancel
ui/config_pane.go,747,1,"
"
ui/config_pane.go,750,8,↵ log in
ui/config_pane.go,752,10,↵ register
ui/config_pane.go,754,20,registration pending
ui/config_pane.go,756,0,
ui/config_pane.go,757,17,login unavailable
ui/config_pane.go,759,1,"
"
ui/config_pane.go,760,8,↑/↓ move
ui/config_pane.go,762,11,C assistant
ui/config_pane.go,763,9,esc close
ui/config_pane.go,764,1,"
"
ui/config_pane.go,766,15,a show advanced
ui/config_pane.go,768,15,a hide advanced
ui/config_pane.go,775,1,"
"
ui/config_pane.go,776,8,↑/↓ move
ui/config_pane.go,777,6,↵ edit
ui/config_pane.go,779,11,C assistant
ui/config_pane.go,780,9,esc close
ui/config_pane.go,781,1,"
"
ui/workspace.go,4,33,github.com/charmbracelet/lipgloss
ui/workspace.go,5,7,strings
ui/workspace.go,7,45,github.com/sachiniyer/agent-factory/ui/layout
ui/workspace.go,15,40,No panes open — s opens the selected tab
ui/workspace.go,24,15,No sessions yet
ui/workspace.go,24,0,
ui/workspace.go,24,22,Press n to create one.
ui/workspace.go,42,0,
ui/workspace.go,45,19,No project selected
ui/workspace.go,45,0,
ui/workspace.go,45,1,.
ui/workspace.go,50,0,
ui/workspace.go,71,21,No project registered
ui/workspace.go,71,0,
ui/workspace.go,71,55,Run af projects register <path> to register a checkout.
ui/task_pane.go,4,3,fmt
ui/task_pane.go,5,2,os
ui/task_pane.go,6,7,strings
ui/task_pane.go,7,4,time
ui/task_pane.go,9,44,github.com/sachiniyer/agent-factory/schedule
ui/task_pane.go,10,48,github.com/sachiniyer/agent-factory/session/tmux
ui/task_pane.go,11,40,github.com/sachiniyer/agent-factory/task
ui/task_pane.go,12,45,github.com/sachiniyer/agent-factory/ui/layout
ui/task_pane.go,14,41,github.com/charmbracelet/bubbles/textarea
ui/task_pane.go,15,42,github.com/charmbracelet/bubbles/textinput
ui/task_pane.go,16,34,github.com/charmbracelet/bubbletea
ui/task_pane.go,17,33,github.com/charmbracelet/lipgloss
ui/task_pane.go,18,31,github.com/charmbracelet/x/ansi
ui/task_pane.go,23,18,Use config default
ui/task_pane.go,28,70,"watch tasks run on their watch command's output, not on manual trigger"
ui/task_pane.go,168,9,Task name
ui/task_pane.go,175,0,
ui/task_pane.go,190,41,long-running cmd; 1 stdout line = 1 event
ui/task_pane.go,196,21,(new session per run)
ui/task_pane.go,218,0,
ui/task_pane.go,225,0,
ui/task_pane.go,226,0,
ui/task_pane.go,236,0,
ui/task_pane.go,238,0,
ui/task_pane.go,248,0,
ui/task_pane.go,272,0,
ui/task_pane.go,290,0,
ui/task_pane.go,326,0,
ui/task_pane.go,340,0,
ui/task_pane.go,343,0,
ui/task_pane.go,347,0,
ui/task_pane.go,357,0,
ui/task_pane.go,359,0,
ui/task_pane.go,417,0,
ui/task_pane.go,418,0,
ui/task_pane.go,446,0,
ui/task_pane.go,454,6,ctrl+c
ui/task_pane.go,458,1,?
ui/task_pane.go,461,3,esc
ui/task_pane.go,464,2,up
ui/task_pane.go,464,1,k
ui/task_pane.go,469,4,down
ui/task_pane.go,469,1,j
ui/task_pane.go,474,1,x
ui/task_pane.go,477,1,D
ui/task_pane.go,480,5,enter
ui/task_pane.go,485,1,r
ui/task_pane.go,488,1,n
ui/task_pane.go,562,0,
ui/task_pane.go,583,0,
ui/task_pane.go,616,7,stopped
ui/task_pane.go,619,7,stopped
ui/task_pane.go,620,7,stopped
ui/task_pane.go,621,7,errored
ui/task_pane.go,621,8,errored:
ui/task_pane.go,622,7,errored
ui/task_pane.go,624,8,watching
ui/task_pane.go,631,14,watch: %s [%s]
ui/task_pane.go,633,0,
ui/task_pane.go,634,10,No trigger
ui/task_pane.go,641,0,
ui/task_pane.go,642,2,→ 
ui/task_pane.go,644,11,new session
ui/task_pane.go,648,0,
ui/task_pane.go,649,17,Cannot load tasks
ui/task_pane.go,649,36,The last loaded tasks are retained. 
ui/task_pane.go,649,20,Check the task file.
ui/task_pane.go,652,8,No tasks
ui/task_pane.go,652,0,
ui/task_pane.go,652,22,Press n to create one.
ui/task_pane.go,664,5,Tasks
ui/task_pane.go,665,2,"

"
ui/task_pane.go,676,1,"
"
ui/task_pane.go,678,3,[✓]
ui/task_pane.go,681,3,[✗]
ui/task_pane.go,688,0,
ui/task_pane.go,692,5,next 
ui/task_pane.go,692,12,Jan 02 15:04
ui/task_pane.go,694,2,  
ui/task_pane.go,698,2,▸ 
ui/task_pane.go,700,2,  
ui/task_pane.go,702,1,"
"
ui/task_pane.go,710,8,errored:
ui/task_pane.go,711,6,      
ui/task_pane.go,712,1,"
"
ui/task_pane.go,718,6,      
ui/task_pane.go,718,1,"
"
ui/task_pane.go,720,0,
ui/task_pane.go,721,6,      
ui/task_pane.go,722,1,"
"
ui/task_pane.go,724,5,never
ui/task_pane.go,726,12,Jan 02 15:04
ui/task_pane.go,729,0,
ui/task_pane.go,732,19,      %s · last: %s
ui/task_pane.go,733,0,
ui/task_pane.go,737,8,errored:
ui/task_pane.go,738,7,errored
ui/task_pane.go,740,3, · 
ui/task_pane.go,743,1,"
"
ui/task_pane.go,745,1,"
"
ui/task_pane.go,747,1,"
"
ui/task_pane.go,758,0,
ui/task_pane.go,764,0,
ui/task_pane.go,764,1,"
"
ui/task_pane.go,767,4,    
ui/task_pane.go,769,4,  ! 
ui/task_pane.go,772,1,"
"
ui/task_pane.go,778,76,↑/↓ select · n new · enter edit · r run now · x toggle · D delete · esc back
ui/task_pane.go,779,46,r run now · x toggle · D delete · ? back · esc
ui/task_pane.go,783,64,↑/↓ select · n new · enter edit · x toggle · D delete · esc back
ui/task_pane.go,784,34,x toggle · D delete · ? back · esc
ui/task_pane.go,787,41,enter edit · n new · ? actions · esc back
ui/task_pane.go,788,28,enter edit · ? actions · esc
ui/task_pane.go,795,29,enter to focus and edit tasks
ui/task_pane.go,806,0,
ui/task_pane.go,808,1, 
ui/task_pane.go,811,1,…
ui/fit.go,4,7,strings
ui/fit.go,6,31,github.com/charmbracelet/x/ansi
ui/fit.go,8,45,github.com/sachiniyer/agent-factory/ui/layout
ui/fit.go,30,0,
ui/fit.go,35,1,…
ui/fit.go,37,0,
ui/fit.go,40,4,\x1b
ui/fit.go,41,7,\x1b[0m
ui/fit.go,47,1,"
"
ui/fit.go,52,1,"
"
ui/fit.go,65,8,  ↓ more
ui/fit.go,71,1,"
"
ui/theme.go,4,33,github.com/charmbracelet/lipgloss
ui/theme.go,6,44,github.com/sachiniyer/agent-factory/ui/theme
ui/theme.go,7,43,github.com/sachiniyer/agent-factory/ui/tree
ui/appearance.go,4,7,strings
ui/appearance.go,6,33,github.com/charmbracelet/lipgloss
ui/appearance.go,7,25,github.com/muesli/termenv
ui/appearance.go,8,42,github.com/sachiniyer/agent-factory/config
ui/appearance.go,23,5,light
ui/appearance.go,25,6,system
ui/appearance.go,36,5,theme
ui/appearance.go,36,6,theme.
ui/appearance.go,45,5,light
ui/appearance.go,46,5,Light
ui/appearance.go,47,4,dark
ui/appearance.go,48,4,Dark
ui/appearance.go,50,6,System
ui/appearance.go,54,10,appearance
ui/appearance.go,55,21,Light · Dark · System
ui/appearance.go,57,3, · 
ui/tab_pane.go,4,6,errors
ui/tab_pane.go,5,3,fmt
ui/tab_pane.go,6,7,strings
ui/tab_pane.go,7,4,sync
ui/tab_pane.go,9,43,github.com/sachiniyer/agent-factory/session
ui/tab_pane.go,10,48,github.com/sachiniyer/agent-factory/session/tmux
ui/tab_pane.go,11,45,github.com/sachiniyer/agent-factory/ui/layout
ui/tab_pane.go,13,41,github.com/charmbracelet/bubbles/viewport
ui/tab_pane.go,14,33,github.com/charmbracelet/lipgloss
ui/tab_pane.go,203,27,ui: unknown scroll owner %d
ui/tab_pane.go,360,1,"
"
ui/tab_pane.go,492,40,No sessions yet — press n to create one.
ui/tab_pane.go,496,21,Setting up workspace…
ui/tab_pane.go,503,21,Tearing down session…
ui/tab_pane.go,510,26,Session no longer running.
ui/tab_pane.go,517,40,Session lost — its tmux session is gone.
ui/tab_pane.go,528,26,Session no longer running.
ui/tab_pane.go,551,26,Session no longer running.
ui/tab_pane.go,560,36,Please enter a name for the session.
ui/tab_pane.go,571,53,"%s

Web tab — view in the web UI or open in a browser"
ui/tab_pane.go,579,103,"VS Code tab — view in the web UI

The editor opens this session's worktree. A terminal can't render it."
ui/tab_pane.go,592,0,
ui/tab_pane.go,606,35,Select a session to open a terminal
ui/tab_pane.go,614,21,Tearing down session…
ui/tab_pane.go,619,27,Session is not started yet.
ui/tab_pane.go,641,53,Press Enter to open a terminal on the remote machine.
ui/tab_pane.go,643,138,"Terminal tab not available for remote sessions.
Configure remote_hooks.terminal_cmd to enable it.
Use the Agent tab to see session output."
ui/tab_pane.go,660,31,Terminal session not available.
ui/tab_pane.go,668,35,Terminal session no longer running.
ui/tab_pane.go,693,35,Terminal session no longer running.
ui/tab_pane.go,696,48,tab pane: failed to capture terminal content: %w
ui/tab_pane.go,714,0,
ui/tab_pane.go,734,1,"
"
ui/tab_pane.go,751,1, 
ui/tab_pane.go,762,1,"
"
ui/tab_pane.go,813,21,Tearing down session…
ui/tab_pane.go,823,26,Session no longer running.
ui/tab_pane.go,826,40,Session lost — its tmux session is gone.
ui/tab_pane.go,843,31,Terminal session not available.
ui/tab_pane.go,883,21,Setting up workspace…
ui/tab_pane.go,885,21,Tearing down session…
ui/tab_pane.go,887,26,Session no longer running.
ui/tab_pane.go,889,40,Session lost — its tmux session is gone.
ui/config_target.go,4,7,context
ui/config_target.go,5,3,fmt
ui/config_target.go,6,13,path/filepath
ui/config_target.go,7,7,strings
ui/config_target.go,9,45,github.com/sachiniyer/agent-factory/apiclient
ui/config_target.go,10,42,github.com/sachiniyer/agent-factory/config
ui/config_target.go,11,42,github.com/sachiniyer/agent-factory/daemon
ui/config_target.go,67,0,
ui/config_target.go,73,0,
ui/config_target.go,73,16,read config from
ui/config_target.go,73,9,GetConfig
ui/config_target.go,73,16,Nothing was read
ui/config_target.go,81,0,
ui/config_target.go,81,61,the config editor read no config keys from the daemon at %s; 
ui/config_target.go,82,37,check that the URL names an af daemon
ui/config_target.go,96,0,
ui/config_target.go,96,33,cannot open the config editor: %w
ui/config_target.go,100,0,
ui/config_target.go,130,0,
ui/config_target.go,148,0,
ui/config_target.go,164,0,
ui/config_target.go,164,16,change config on
ui/config_target.go,164,14,SetConfigValue
ui/config_target.go,164,19,Nothing was written
ui/config_target.go,172,0,
ui/config_target.go,172,78,the daemon at %s reported the config change succeeded but returned no result; 
ui/config_target.go,173,37,check that the URL names an af daemon
ui/config_target.go,199,0,
ui/config_target.go,200,25, Daemon now listening at 
ui/config_target.go,200,1,.
ui/config_target.go,203,1, 
ui/config_target.go,203,1, 
ui/config_target.go,231,0,
ui/config_target.go,234,7,%s · %s
ui/config_target.go,253,92,the config editor cannot %s the daemon at %s: that daemon (%s) does not serve the %s route. 
ui/config_target.go,254,71,%s — af never falls back to this machine's config for a remote target. 
ui/config_target.go,255,53,"Upgrade the daemon, or edit config on the daemon host"
ui/err.go,4,7,strings
ui/err.go,6,33,github.com/charmbracelet/lipgloss
ui/err.go,7,31,github.com/charmbracelet/x/ansi
ui/err.go,8,29,github.com/mattn/go-runewidth
ui/err.go,9,40,github.com/sachiniyer/agent-factory/keys
ui/err.go,10,44,github.com/sachiniyer/agent-factory/ui/theme
ui/err.go,81,0,
ui/err.go,91,0,
ui/err.go,98,0,
ui/err.go,112,1,"
"
ui/err.go,112,3, · 
ui/err.go,116,0,
ui/err.go,117,2,  
ui/err.go,137,1,""
ui/err.go,137,0,
ui/err.go,145,1,…
ui/err.go,150,0,
ui/err.go,152,0,
ui/err.go,160,0,
ui/err.go,163,0,
ui/err.go,163,0,
ui/err.go,164,0,
ui/err.go,166,1, 
ui/tabjump.go,4,7,strconv
ui/tabjump.go,5,7,strings
ui/tabjump.go,36,0,
ui/tabjump.go,87,0,
ui/termpane/modes.go,4,31,github.com/charmbracelet/x/ansi
ui/termpane/modes.go,5,44,github.com/sachiniyer/agent-factory/terminal
ui/termpane/modes.go,68,41,termpane: unknown repaint cursor coverage
ui/termpane/modes.go,92,35,termpane: unknown replay continuity
ui/termpane/mouse.go,4,34,github.com/charmbracelet/bubbletea
ui/termpane/mouse.go,5,31,github.com/charmbracelet/x/ansi
ui/termpane/mouse.go,6,29,github.com/charmbracelet/x/vt
ui/termpane/keymap.go,4,3,fmt
ui/termpane/keymap.go,6,34,github.com/charmbracelet/bubbletea
ui/termpane/keymap.go,7,36,github.com/charmbracelet/ultraviolet
ui/termpane/keymap.go,103,11,\x1b[1;%d%c
ui/termpane/keymap.go,105,11,\x1b[%d;%d~
ui/termpane/render.go,4,7,strings
ui/termpane/render.go,6,36,github.com/charmbracelet/ultraviolet
ui/termpane/render.go,7,29,github.com/charmbracelet/x/vt
ui/termpane/render.go,36,0,
ui/termpane/render.go,47,1, 
ui/termpane/render.go,48,0,
ui/termpane/render.go,55,1, 
ui/termpane/render.go,66,6,\x1b[m
ui/termpane/render.go,76,1, 
ui/termpane/render.go,80,0,
ui/termpane/termpane.go,30,7,context
ui/termpane/termpane.go,31,3,fmt
ui/termpane/termpane.go,32,2,io
ui/termpane/termpane.go,33,4,sync
ui/termpane/termpane.go,34,4,time
ui/termpane/termpane.go,36,34,github.com/charmbracelet/bubbletea
ui/termpane/termpane.go,37,31,github.com/charmbracelet/x/ansi
ui/termpane/termpane.go,38,29,github.com/charmbracelet/x/vt
ui/termpane/termpane.go,39,44,github.com/sachiniyer/agent-factory/terminal
ui/termpane/termpane.go,432,0,
ui/termpane/termpane.go,549,56,termpane: goroutines did not drain within %v after close
ui/overlay/projectPickerOverlay.go,4,3,fmt
ui/overlay/projectPickerOverlay.go,5,7,strings
ui/overlay/projectPickerOverlay.go,7,38,github.com/sachiniyer/agent-factory/ui
ui/overlay/projectPickerOverlay.go,8,45,github.com/sachiniyer/agent-factory/ui/layout
ui/overlay/projectPickerOverlay.go,10,34,github.com/charmbracelet/bubbletea
ui/overlay/projectPickerOverlay.go,11,33,github.com/charmbracelet/lipgloss
ui/overlay/projectPickerOverlay.go,133,0,
ui/overlay/projectPickerOverlay.go,156,3,esc
ui/overlay/projectPickerOverlay.go,156,6,ctrl+c
ui/overlay/projectPickerOverlay.go,159,5,enter
ui/overlay/projectPickerOverlay.go,162,0,
ui/overlay/projectPickerOverlay.go,169,2,up
ui/overlay/projectPickerOverlay.go,169,1,k
ui/overlay/projectPickerOverlay.go,173,4,down
ui/overlay/projectPickerOverlay.go,173,1,j
ui/overlay/projectPickerOverlay.go,186,0,
ui/overlay/projectPickerOverlay.go,187,0,
ui/overlay/projectPickerOverlay.go,190,0,
ui/overlay/projectPickerOverlay.go,198,0,
ui/overlay/projectPickerOverlay.go,201,1, 
ui/overlay/projectPickerOverlay.go,202,0,
ui/overlay/projectPickerOverlay.go,205,0,
ui/overlay/projectPickerOverlay.go,235,14,Switch project
ui/overlay/projectPickerOverlay.go,236,0,
ui/overlay/projectPickerOverlay.go,242,44,registry unreadable · list may be incomplete
ui/overlay/projectPickerOverlay.go,246,32,Add project — enter a repo path:
ui/overlay/projectPickerOverlay.go,247,2,  
ui/overlay/projectPickerOverlay.go,248,0,
ui/overlay/projectPickerOverlay.go,249,2,  
ui/overlay/projectPickerOverlay.go,251,0,
ui/overlay/projectPickerOverlay.go,252,20,enter add · esc back
ui/overlay/projectPickerOverlay.go,269,19,    … %d more above
ui/overlay/projectPickerOverlay.go,275,23,    … and %d more below
ui/overlay/projectPickerOverlay.go,278,0,
ui/overlay/projectPickerOverlay.go,279,37,j/k navigate · enter add · esc cancel
ui/overlay/projectPickerOverlay.go,281,51,j/k navigate · enter switch · D delete · esc cancel
ui/overlay/projectPickerOverlay.go,284,17,j/k · enter · esc
ui/overlay/projectPickerOverlay.go,296,14,+ Add project…
ui/overlay/projectPickerOverlay.go,298,2,  
ui/overlay/projectPickerOverlay.go,298,2,▸ 
ui/overlay/projectPickerOverlay.go,300,4,    
ui/overlay/projectPickerOverlay.go,303,5, (%d)
ui/overlay/projectPickerOverlay.go,305,2,  
ui/overlay/projectPickerOverlay.go,305,2,▸ 
ui/overlay/projectPickerOverlay.go,305,5, (%d)
ui/overlay/projectPickerOverlay.go,307,4,    
ui/overlay/projectPickerOverlay.go,317,1,"
"
ui/overlay/textOverlay.go,4,7,strings
ui/overlay/textOverlay.go,6,34,github.com/charmbracelet/bubbletea
ui/overlay/textOverlay.go,7,33,github.com/charmbracelet/lipgloss
ui/overlay/textOverlay.go,8,31,github.com/charmbracelet/x/ansi
ui/overlay/textOverlay.go,10,38,github.com/sachiniyer/agent-factory/ui
ui/overlay/textOverlay.go,57,0,
ui/overlay/textOverlay.go,90,1,"
"
ui/overlay/textOverlay.go,93,1,"
"
ui/overlay/textOverlay.go,210,1,"
"
ui/overlay/textOverlay.go,218,6,↑ more
ui/overlay/textOverlay.go,221,6,↓ more
ui/overlay/textOverlay.go,223,1,"
"
ui/overlay/textOverlay.go,235,0,
ui/overlay/textOverlay.go,235,1,"
"
ui/overlay/promptOverlay.go,4,7,strings
ui/overlay/promptOverlay.go,6,41,github.com/charmbracelet/bubbles/textarea
ui/overlay/promptOverlay.go,7,34,github.com/charmbracelet/bubbletea
ui/overlay/promptOverlay.go,8,33,github.com/charmbracelet/lipgloss
ui/overlay/promptOverlay.go,10,45,github.com/sachiniyer/agent-factory/ui/layout
ui/overlay/promptOverlay.go,12,38,github.com/sachiniyer/agent-factory/ui
ui/overlay/promptOverlay.go,58,0,
ui/overlay/promptOverlay.go,59,41,Sent to the agent as soon as it is ready…
ui/overlay/promptOverlay.go,149,0,
ui/overlay/promptOverlay.go,150,1,"
"
ui/overlay/promptOverlay.go,151,0,
ui/overlay/promptOverlay.go,153,40,enter newline · tab done · ctrl+c cancel
ui/overlay/promptOverlay.go,155,24,tab done · ctrl+c cancel
ui/overlay/promptOverlay.go,163,1,"
"
ui/overlay/selectionOverlay.go,4,7,strings
ui/overlay/selectionOverlay.go,6,34,github.com/charmbracelet/bubbletea
ui/overlay/selectionOverlay.go,7,33,github.com/charmbracelet/lipgloss
ui/overlay/selectionOverlay.go,9,45,github.com/sachiniyer/agent-factory/ui/layout
ui/overlay/selectionOverlay.go,11,38,github.com/sachiniyer/agent-factory/ui
ui/overlay/selectionOverlay.go,40,2,up
ui/overlay/selectionOverlay.go,40,1,k
ui/overlay/selectionOverlay.go,44,4,down
ui/overlay/selectionOverlay.go,44,1,j
ui/overlay/selectionOverlay.go,48,5,enter
ui/overlay/selectionOverlay.go,51,3,esc
ui/overlay/selectionOverlay.go,51,6,ctrl+c
ui/overlay/selectionOverlay.go,129,0,
ui/overlay/selectionOverlay.go,133,14,  … more above
ui/overlay/selectionOverlay.go,138,2,▸ 
ui/overlay/selectionOverlay.go,140,2,  
ui/overlay/selectionOverlay.go,144,14,  … more below
ui/overlay/selectionOverlay.go,148,0,
ui/overlay/selectionOverlay.go,153,10,esc cancel
ui/overlay/selectionOverlay.go,155,40,↑/↓ navigate · enter select · esc cancel
ui/overlay/selectionOverlay.go,156,28,↑/↓ nav · enter · esc cancel
ui/overlay/selectionOverlay.go,157,18,enter · esc cancel
ui/overlay/selectionOverlay.go,174,1,"
"
ui/overlay/confirmationOverlay.go,4,3,fmt
ui/overlay/confirmationOverlay.go,5,7,strings
ui/overlay/confirmationOverlay.go,7,34,github.com/charmbracelet/bubbletea
ui/overlay/confirmationOverlay.go,8,33,github.com/charmbracelet/lipgloss
ui/overlay/confirmationOverlay.go,10,38,github.com/sachiniyer/agent-factory/ui
ui/overlay/confirmationOverlay.go,11,45,github.com/sachiniyer/agent-factory/ui/layout
ui/overlay/confirmationOverlay.go,24,1,y
ui/overlay/confirmationOverlay.go,60,1,n
ui/overlay/confirmationOverlay.go,73,3,esc
ui/overlay/confirmationOverlay.go,73,6,ctrl+c
ui/overlay/confirmationOverlay.go,85,5,enter
ui/overlay/confirmationOverlay.go,180,0,
ui/overlay/confirmationOverlay.go,205,0,
ui/overlay/confirmationOverlay.go,208,0,
ui/overlay/confirmationOverlay.go,208,0,
ui/overlay/confirmationOverlay.go,210,0,
ui/overlay/confirmationOverlay.go,265,0,
ui/overlay/confirmationOverlay.go,267,0,
ui/overlay/confirmationOverlay.go,267,1,"
"
ui/overlay/confirmationOverlay.go,279,1,"
"
ui/overlay/confirmationOverlay.go,285,0,
ui/overlay/confirmationOverlay.go,301,1,"
"
ui/overlay/confirmationOverlay.go,309,3,esc
ui/overlay/confirmationOverlay.go,309,7, cancel
ui/overlay/confirmationOverlay.go,331,0,
ui/overlay/confirmationOverlay.go,337,1,"
"
ui/overlay/confirmationOverlay.go,344,5,lines
ui/overlay/confirmationOverlay.go,346,4,line
ui/overlay/confirmationOverlay.go,349,99,"Too small to confirm safely — %d more %s needed to show what this destroys. Resize, then try again."
ui/overlay/confirmationOverlay.go,350,56,Too small to confirm safely — %d more %s needed. Resize.
ui/overlay/confirmationOverlay.go,351,36,Too small to confirm safely · resize
ui/overlay/confirmationOverlay.go,352,18,Too small · resize
ui/overlay/confirmationOverlay.go,361,11, confirm · 
ui/overlay/confirmationOverlay.go,362,1,/
ui/overlay/confirmationOverlay.go,362,3,esc
ui/overlay/confirmationOverlay.go,362,7, cancel
ui/overlay/confirmationOverlay.go,368,1,/
ui/overlay/confirmationOverlay.go,368,5,enter
ui/overlay/confirmationOverlay.go,370,6,Press 
ui/overlay/confirmationOverlay.go,370,13," to confirm, "
ui/overlay/confirmationOverlay.go,371,4, or 
ui/overlay/confirmationOverlay.go,371,3,esc
ui/overlay/confirmationOverlay.go,371,10, to cancel
ui/overlay/confirmationOverlay.go,398,0,
ui/overlay/confirmationOverlay.go,408,30,… 1 more line · resize to read
ui/overlay/confirmationOverlay.go,410,32,… %d more lines · resize to read
ui/overlay/searchOverlay.go,4,3,fmt
ui/overlay/searchOverlay.go,5,7,strings
ui/overlay/searchOverlay.go,6,7,unicode
ui/overlay/searchOverlay.go,8,43,github.com/sachiniyer/agent-factory/session
ui/overlay/searchOverlay.go,9,38,github.com/sachiniyer/agent-factory/ui
ui/overlay/searchOverlay.go,11,34,github.com/charmbracelet/bubbletea
ui/overlay/searchOverlay.go,12,33,github.com/charmbracelet/lipgloss
ui/overlay/searchOverlay.go,14,45,github.com/sachiniyer/agent-factory/ui/layout
ui/overlay/searchOverlay.go,15,30,golang.org/x/text/unicode/norm
ui/overlay/searchOverlay.go,108,1, 
ui/overlay/searchOverlay.go,136,0,
ui/overlay/searchOverlay.go,274,15,Search sessions
ui/overlay/searchOverlay.go,276,0,
ui/overlay/searchOverlay.go,278,2,/ 
ui/overlay/searchOverlay.go,280,0,
ui/overlay/searchOverlay.go,284,0,
ui/overlay/searchOverlay.go,285,17,  type to search…
ui/overlay/searchOverlay.go,287,18,  No matches found
ui/overlay/searchOverlay.go,293,19,    … %d more above
ui/overlay/searchOverlay.go,303,1, 
ui/overlay/searchOverlay.go,308,1,●
ui/overlay/searchOverlay.go,310,1,◆
ui/overlay/searchOverlay.go,312,1,◌
ui/overlay/searchOverlay.go,314,1,○
ui/overlay/searchOverlay.go,316,1,▧
ui/overlay/searchOverlay.go,322,1, 
ui/overlay/searchOverlay.go,326,0,
ui/overlay/searchOverlay.go,327,2, (
ui/overlay/searchOverlay.go,327,1,)
ui/overlay/searchOverlay.go,331,2,  
ui/overlay/searchOverlay.go,331,2,▸ 
ui/overlay/searchOverlay.go,332,0,
ui/overlay/searchOverlay.go,333,2, (
ui/overlay/searchOverlay.go,333,1,)
ui/overlay/searchOverlay.go,337,2,  
ui/overlay/searchOverlay.go,337,2,  
ui/overlay/searchOverlay.go,344,23,    … and %d more below
ui/overlay/searchOverlay.go,348,0,
ui/overlay/searchOverlay.go,350,39,↑/↓ navigate · enter select · esc close
ui/overlay/searchOverlay.go,352,27,↑/↓ nav · enter · esc close
ui/overlay/searchOverlay.go,360,1,"
"
ui/overlay/fit.go,4,7,strings
ui/overlay/fit.go,6,33,github.com/charmbracelet/lipgloss
ui/overlay/fit.go,7,31,github.com/charmbracelet/x/ansi
ui/overlay/fit.go,9,45,github.com/sachiniyer/agent-factory/ui/layout
ui/overlay/fit.go,37,0,
ui/overlay/fit.go,39,1, 
ui/overlay/fit.go,40,1,"
"
ui/overlay/fit.go,49,0,
ui/overlay/fit.go,54,1,…
ui/overlay/fit.go,55,4,\x1b
ui/overlay/fit.go,56,7,\x1b[0m
ui/overlay/fit.go,62,1,"
"
ui/overlay/overlay.go,4,6,regexp
ui/overlay/overlay.go,5,7,strconv
ui/overlay/overlay.go,6,7,strings
ui/overlay/overlay.go,8,33,github.com/charmbracelet/lipgloss
ui/overlay/overlay.go,9,31,github.com/charmbracelet/x/ansi
ui/overlay/overlay.go,10,44,github.com/sachiniyer/agent-factory/ui/theme
ui/overlay/overlay.go,12,25,github.com/muesli/termenv
ui/overlay/overlay.go,13,45,github.com/sachiniyer/agent-factory/ui/layout
ui/overlay/overlay.go,23,2,39
ui/overlay/overlay.go,23,2,49
